Publisher,Dataset Count
Museo Entomológico de Comfenalco - Antioquia,1
"คณะวิทยาศาสตร์และเทคโนโลยี มหาวิทยาลัยราชภัฏสุราษฎรณ์ธานี,",1
"คณะวิทยาศาสตร์และเทคโนโลยี มหาวิทยาลัยราชภัฏภูเก็ต,",1
วิทยาลัยแพทยศาสตร์และการสาธารณสุข มหาวิทยาลัยอุบลราชธานี,1
"https://sead2.ncsa.illinois.edu/api/users/566aef08e4b06374fd316225, SEAD (http://sead-data.net)",1
Red Nacional de Observadores de Aves - RNOA,1
Ifremer ; IUEM,1
New York University. Center for Urban Science and Progress,1
"ภาควิชาสุขศึกษา มหาวิทยาลัยศรีนครินทรวิโรฒ,",1
"ภาควิชาสูติศาสตร์เธนุเวชวิทยาและวิทยาการสืบพันธุ์ จุฬาลงกรณ์มหาวิทยาลัย,",1
"The Roslin Institute and Royal (Dick) School of Veterinary Studies, University of Edinburgh",1
NASA Oak Ridge National Laboratory Distributed Active Archive Center,1
"ภาควิชาวิศวกรรมไฟฟ้า มหาวิทยาลัยเกษตรศาสตร์,",1
Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); Max-Planck-Institut für medizinische Forschung,1
Real Jardín Botánico Juan Carlos I,1
BKG Federal Agency for Cartography and Geodesy,1
"Ifremer, Géosciences Marines",1
"ภาควิชาคอมพิวเตอร์ศึกษา สถาบันเทคโนโลยีพระจอมเกล้าพระนครเหนือ,",1
"มหาวิทยาลัยมหาจุฬาลงกรณ์ราชวิทยาลัย,",1
"สถาบันวิจัยและพัฒนา มหาวิทยาลัยราชภัฏเชียงราย,",1
"มหาวิทยาลัยอัสสัมชัญ,",1
สำนักวิชาวิทยาศาสตร์ มหาวิทยาลัยแม่ฟ้าหลวง,1
"สำนักวิชาวิทยาศาสตร์เครื่องสำอาง มหาวิทยาลัยแม่ฟ้าหลวง,",1
"ภาควิชาเคหการ จุฬาลงกรณ์มหาวิทยาลัย,",1
VertNet,1
Academic Journals,1
"คณะการบัญชี มหาวิทยาลัยธุรกิจบัณฑิตย์,",1
"ภาควิชาเวชศาสตร์ชุมชน มหาวิทยาลัยเชียงใหม่,",1
University of Padova,1
"มหาวิทยาลัยภาคตะวันออกเฉียงเหนือ,",1
"คณะสิ่งแวลล้อมและทรัพยากรศาสตร์ มหาวิทยาลัยมหาสารคาม,",1
"ภาควิชาวิศวกรรมเคมี มหาวิทยาลัยศิลปากร,",1
"ภาควิชาพลศึกษา มหาวิทยาลัยศรีนครินทรวิโรฒ,",1
Institute of Medical Informatics Münster / Medical-Data-Models.org,1
Viessmann Werke GmbH & Co KG,1
Mississippi Entomological Museum,1
Universit� degli Studi di Bergamo,1
"วิทยาลัยการสาธารณสุขสิรินธร ขอนแก่น,",1
"วิทยาลัยการสาธารณสุขสิรินธร,",1
Greenhouse Advies,1
"สำนักงานอธิการบดี มหาวิทยาลัยเชียงใหม่,",1
"สำนักวิจัยและพัฒนา มหาวิทยาลัยราชภัฏนครศรีธรรมราช,",1
"คณะเทคโนโลยีและการพัฒนาชุมชน มหาวิทยาลัยทักษิณ วิทยาเขตพัทลุง,",1
"สถาบันเทคโนโลยีพระจอเกล้าพระนครเหนือ,",1
Cortisol Network (CORNET) Consortium,1
Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V.,1
Molecular and Systems Biology,1
"University of Wisconsin-Madison
University of Chicago",1
"University of Wisconsin-Madison
Nanjing University",1
"ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม มหาวิทยาลัยศิลปากร วิทยาเขตพระราชวังสนามจันทร์,",1
"ภาควิชาประวัติศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,",1
"มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตนครศรีธรรมราช,",1
"ภาควิชาวิทยาศาสตร์ทางทะล จุฬาลงกรณ์มหาวิทยาลัย,",1
Servicio Nacional Forestal y de Fauna Silvestre,1
"สถาบันวิจัยและพัฒนา มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,",1
"มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร วิทยาเขตโชติเวช,",1
"ศูนย์ส่งเสริมงานวิจัยและทรัพย์สินทางปัญญา มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,",1
"School of Chemistry, University of Edinburgh",1
Preventive Medicine 2012; 55: 330-2,1
"University of Edinburgh, UK Centre for Mammalian Synthetic Biology, School of Biological Sciences",1
"Beine, Katharina",1
"Wildlife Conservation Laboratory, Kyungpook National University",1
Centre Camille Jullian,1
"Institute of Bio-and Geosciences: Plant Sciences (IBG-2), Forschungszentrum Jülich GmbH",1
Terrestrial Heteroptera Recording Scheme (Plantbugs and allied species),1
Knoydart Foundation,1
竹中 虎太郎,1
เสนอต่อ คณะกรรมการส่งเสริมงานวิจัย คณะนิติศาสตร์ มธ. พฤษภาคม 2562,1
The University of Edinburgh. School of Physics and Astronomy. Institute for Condensed Matter and Complex Systems,1
Laura Arppe,1
Swiss Research Biodiversity Data,1
University of Edinburgh. School of Medicine and Veterinary Medicine,1
Cogitate Consortium,1
Alberto Scacchi,1
"Charansanitwong Printing Co.,Ltd, Bangkok Thailand",1
University of Edinburgh. School of Social and Political Science. Social Work,1
DWD,1
Montreal Neurological Institute,1
South african radio astronomy observatory,1
Demetias Platform UK,1
New York University; University of North Carolina at Chapel Hill,1
"UW-Madison, Space Science and Enginering Center",1
"มหาวิทยาลัยธุรกิจบัณฑิตย์],",1
jGR-Oceans,1
"Griffith University, University of Melbourne",1
"มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตกำแพงแสน],",1
"ภาควิชาภูมิศาสตร์ มหาวิทยาลัยเชียงใหม่,",1
"มหาวิทยาลัยราชภัฏหมู่บ้านจอมบึง,",1
"สถาบันภาษา มหาวิทยาลัยธรรมศาสตร์,",1
"คณะครุศาสตร์ มหาวิทยาลัยราชภัฏเชียงใหม่,",1
"ภาควิชาวิศวกรรมเครื่องกล มหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์,",1
"คณะครุศาสตร์ สถาบันราชภัฏบุรีรัมย์,",1
Deltares,1
"คณะสหเวชศาสตร์ มหาวิทยาลัยธรรมศาสตร์,",1
"ภาควิชาวิศวกรรมไฟฟ้า มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,",1
"ศูนย์วิจัยและพัฒนาอาชญาวิทยาและกระบวนการยุติธรรม มหาวิทยาลัยเกษตรศาสตร์,",1
"ภาควิชาชีววิทยา มหาวิทยาลัยศิลปากร วิทยาเขตพระราชวังสนามจันทร์,",1
"คณะอักษรศาสตร์ มหาวิทยาลัยศิลปากร วิทยาเขตพระราชวังสนามจันทร์,",1
"คณะนิติศาสตร์ มหาวิทยาลัยอัสสัมชัญ,",1
"คณะวิทยาศาสตร์และเทคโนโลยี มหาวิทยาลัยอัสสัมชัญ,",1
"ภาควิชาวิศวกรรมคอมพิวเตอร์ มหาวิทยาลัยมหิดล,",1
Emodnet chemistry,1
วิศวกรรมสิ่งแวดล้อม,1
Direction nationale des Eaux et forêts,1
"Victorian Department of Environment, Land, Water and Planning",1
Department of Natural Resources and Environment Tasmania,1
Northern Gulf Resource Management Group Ltd,1
Barcode of Life,1
Wolli Creek Preservation Society,1
Department of Agriculture and Food - Western Australia,1
Parks Australia,1
The Australian Wine Research Institute,1
Botanic Gardens of Adelaide,1
Molonglo Catchment Group,1
Office of Environment & Heritage,1
Department of the Environment and Energy,1
Queensland State Government,1
"สำนักงานเลขานุการคณะโบราณคดี มหาวิทยาลัยศิลปากร,",1
"วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,",1
"ภาควิชาเทคโนโลยีการเกษตร มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,",1
ClimateWatch,1
"วิทยาลัยการสาธารณสุขสิรินธรขอนแก่น],",1
Hamaland-Advies,1
Society for American Archaeology,1
Blairoudeurs,1
"Observatoire de Physique du Globe de Clermont-Ferrand (OPGC), Laboratoire Magmas et Volcans (LMV), Université Clermont Auvergne (UCA),  Centre National de la Recherche Scientifique (CNRS), Institut de Recherche pour le Développement (IRD)",1
中国科学院重庆绿色智能技术研究院,1
Taxon Expeditions,1
Sea Watch Foundation,1
Evelina Koivisto,1
EMODnet Biology,1
Government of Estonia,1
"Environmental System Science Data Infrastructure for a Virtual Ecosystem; Synthesis of existing tropical root data: How do natural, episodic disturbances alter tropical forest carbon cycles via changes in belowground dynamics?",1
"Aoi, Shinya",1
Colorado School of Mines,1
โรงพิมพ์มหาวิทยาลัยธรรมศาสตร์,1
Dememtias Platform UK,1
Instituto Nacional de Bosques,1
Italia Arctic Data Center,1
National Energy Technology Laboratory - Energy Data eXchange; FETC-MGN,1
University of Edinburgh. College of Science and Engineering. School of Geosciences. LANDTeam Research Group,1
"University of Edinburgh. College of Arts, Humanities & Social Sciences. Centre for Data, Culture & Society",1
University of South Carolina Upstate,1
SUNY-ESF,1
University of Wyoming Rocky Mountain Herbarium,1
Roy Rosenzweig Center for History and New Media,1
Savitribai Phule Pune University,1
ElliottShort.com,1
"Northeastern Illinois University, Chicago, Illinois, USA",1
University of Mary Washington Herbarium,1
Peiliang Xu,1
eDNA solutions,1
Oliver Reiser,1
BAuA,1
North Dakota State University Herbarium,1
University of Edinburgh. College of Science & Engineering. School of Engineering. Institute for Bioengineering,1
Hochschule Bonn-Rhein-Sieg,1
"Department of Ecology, Universidad Autonoma de Madrid",1
The Network for the Detection of Atmospheric Composition Change,1
University of Edinburgh. School of Engineering. Institute for Integrated Micro and Nano Systems. Centre for Electronics Frontiers,1
George R. Cooley Herbarium,1
Eastern Nevada Landscape Coalition,1
Holger F. Bettinger,1
Weymouth Woods Sandhills Nature Preserve,1
"Norton-Brown Herbarium, University of Maryland",1
University of Cincinnati; Johns Hopkins University,1
Hannu Turtiainen,1
Physical Review Journals,1
Natalie van Dis,1
"Bettinger, Holger",1
Davis & Elkins College,1
WWF-India,1
"Consiglio Nazionale delle Ricerche, Istituto di Scienze Polari",1
Jiri Pyörälä,1
Sylhet Agricultural University,1
MO|REdata Team,1
EUDAT,1
"ภาควิชาประวัติศาสตร์ มหาวิทยาลัยเชียงใหม่,",1
"วิทยาลัยการสาธารณสุขสิรนธรขอนแก่น,",1
"ศูนย์พัฒนาทรัพยากรการศึกษา มหาวิทยาลัยราชภัฏมหาสารคาม,",1
"Oak Ridge Leadership Computing Facility; Los Alamos National Laboratory (LANL), Los Alamos, NM (United States);Oak Ridge National Laboratory (ORNL), Oak Ridge, TN (United States);Austrian Academy of Sciences",1
The Roslin Institute,1
Proyecto de Conservación de Aguas y Tierras - ProCAT Colombia,1
"U.S. Army Corps of Engineers, St. Louis District",1
"สำนักงานคณะกรรมการวิจัยแห่งชาติ,มหาวิทยาลัยศรีนทรวิโรฒ",1
"วิทยาลัยนานาชาติภูมิภาคลุ่มน้ำโขง มหาวิทยาลัยราชภัฏเชียงราย,",1
"FMRIB Centre, University of Oxford",1
ภาควิชานิติศาสตร์ คณะสังคมศาสตร์ มหาวิทยาลัยเกษตรศาสตร์,1
"ภาควิชานิติศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตบางเขน,",1
Sociedad Colombiana de Mastozoología,1
"คณะมนุษยศาสตร์และสังคมศาสตร์ มหาวิทยาลัยเทคโนโลยีราชมงคลภาคตะวันออก,",1
"คณะเกษตรศาสตร์บางพระ มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก,",1
"มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก,",1
"คณะมนุษยศาสตร์และสังคมศาสตร์ สถาบันราชภัฏราชนครินทร์,",1
Paul Scherrer Institute,1
"สถาบันวิจัยและพัฒนา มหาวิทยาลัยราชภัฏลำปาง,",1
Worcester Society of Natural History d.b.a. EcoTarium,1
"มหาวิทยาลัยราชภัฏกาฬสิทธุ์,",1
"สถาบันราชภัฏสกลนคร,",1
โรงเรียนนายร้อยตำรวจ สำนักงานตำรวจแห่งชาติ,1
"คณะพลศึกษา มหาวิทยาลัยศรีนครินทรวิโรฒ,",1
วิทยาลัยการอาชีพเถิน,1
"วิทยาลัยการอาชีพเถิน,",1
"สถาบันเทคโนโลยีชีวภาพและวิศวกรรมพันธุศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,",1
Dublin Metropolitan Police : Civic Guard,1
Civic Guard,1
"Colección Herpetológica “Lic. Blanca Beatriz Alvarez”-UNNEC (Universidad Nacional del Nordeste Corrientes), Facultad de Ciencias Exactas y Naturales y Agrimensura (FaCENA). Universidad Nacional del Nordeste (UNNE)",1
"สาขาสถิติประยุกต์ มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,",1
"คณะสถาปัตยกรรมศาสตร์ มหาวิทยาลัยเกษมบัณฑิต,",1
The Hive Data Repository: University of Utah,1
โรงเรียนสาธิต มหาวิทยาลัยศิลปากร,1
"คณะอุตสาหกรรม มหาวิทยาลัยเกษตรศาสตร์,",1
"ภาควิชาเทคโนโลยีชีวภาพ มหาวิทยาลัยเกษตรศาสตร์,",1
1976,1
Walter Menteth Architects,1
Universität Gesamthochschule Kassel,1
"คณะเทคโนโลยีอุตสาหกรรม มหาวิทยาลัยราชภัฏบุรีรัมย์,",1
"คณะมนุษยศาสตร์และสังคมศาสตร์ มหาวิทยาลัยราชภัฏบุรีรัมย์,",1
"คณะวิทยาการจัดการ มหาวิทยาลัยราชภัฏบุรีรัมย์,",1
"ภาควิชาการจัดการทั่วไป มหาวิทยาลัยสยาม,",1
"คณะบริหารธุรกิจและเทคโนโลยีสารสนเทศ มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ,",1
"คณะครุศาสตร์อุตสาหกรรม มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ,",1
"คณะบริหารธุรกิจและเทคโนโลยีสารสนเทศ มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตสุพรรณบุรี,",1
"คณะวิทยาศาสตร์และเทคโนโลยี มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ ศูนย์สุพรรณบุรี,",1
"มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตพระนครศรีอยุธยาหันตรา,",1
"มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตพระนครศรีอยุธยา วาสุกรี,",1
"University of Edinburgh. School of Psychology, Philosophy and Language Sciences",1
The University of Edinburgh. Centre for Language Evolution,1
Georg Thieme Verlag,1
Banco de Germoplasma de la Universidad de Salamanca,1
H. M. Forces in Ireland,1
"University of Edinburgh, Centre for Educational Sociology",1
ACS Nano,1
"ภาควิชาทันตกรรมสำหรับเด็ก มหาวิทยาลัยขอนแก่น,",1
Max Planck Institute for Solar System Research,1
"University of Edinburgh. College of Medicine and Veterinary Medicine, Centre for Clinical Brain Sciences & Edinburgh Imaging",1
National Center for Transportation Cybersecurity and Resiliency (TraCR) National University Transportation Center (UTC),1
Michigan Department of Transportation,1
United States. Bureau of Transportation Statistics,1
Advanced Materials,1
Applied Physics Letters,1
"คณะวิทยาการจัดการ มหาวิทยาลัยราชภัฏสวนสุนันทา,",1
University of Edinburgh. School of Biological Sciences. Intitute of Cell Biology,1
IRI Data Library,1
"University of Arizona Press, Tucson",1
University of Winnipeg,1
The Network Data Exchange (NDEx) - ndexbio.org,1
"Oak Ridge National Laboratory, Oak Ridge, TN",1
Environmental System Science Data Infrastructure for a Virtual Ecosystem; AmeriFlux,1
"คณะพยาบาลศาสตร์แมคคอร์มิค มหาวิทยาลัยพายัพ],",1
"สถาบันวิจัยวลัยรุกขเวส มหาวิทยาลัยมหาสารคาม,",1
ภาควิชาเทคโนโลยีชีวภาพ มหาวิทยาลัยมหาสารคาม,1
"คณะสัตวแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม,",1
"ภาควิชาเทคโนโลยีการอาหารและโภชนาศาสตร์ มหาวิทยาลัยมหาสารคาม,",1
"ภาควิชาเทคโนโลยีการอาหาร มหาวิทยาลัยมหาสารคาม,",1
"คณะการบัญชีและการจัดการ มหาวิทยาลัยมหาสารคาม,",1
"ภาควิชาประวัติศาสตร์ มหาวิทยาลัยมหาสารคาม,",1
"ชมรมวิจัยศึกษาท้องถิ่น มหาวิทยาลัยมหาสารคาม,",1
"ภาควิชาบรรณารักษศาสตร์และสารสนเทศศาสตร์ มหาวิทยาลัยมหาสารคาม,",1
"ภาควิชาภาษาตะวันตกและภาษาศาสตร์ มหาวิทยาลัยมหาสารคาม,",1
"ภาควิชาภาษาไทยและภาคตะวันออก มหาวิทยาลัยมหาสารคาม,",1
"มหาวิทยาลัยมหาสารคาม],",1
"สถาบันวิจัยศิลปและวัฒนธรรมอีสาน มหาวิทยาลัยมหาสารคาม,",1
ARIADNE Catalogue Data Model,1
惣田 彩可,1
GTA COLOMBIA S.A.S.,1
ACESCO Colombia SAS,1
FDZ eLabour,1
"Department of Ecoscience, Aarhus University",1
East African Journal of Health Sciences,1
"Rietz, Pascal",1
Zenodo.org,1
Universidad Politécnica Salesiana,1
"GEOMAR, CAU Kiel University",1
Maiju Ylönen,1
"University of Edinburgh, School of Physics & Astronomy",1
"คณะมนุษยศาสตร์และสังคมศาสตร์ มหาวิทยาลัยราชภัฏเลย,",1
Institut de recherche pour le développement (IRD); Nepalese Academy of Science and Technology (NAST); Centre National de la Recherche Scientifique (CNRS); Université de Montpellier (UM); Université Grenoble-Alpes (UGA); Meteo-France; Department of Hydrology and Meteorology – Nepal (DHM),1
Wageningen University and Research,1
"โรงเรียนสาธิต[มหาวิทยาลัยขอนแก่น],",1
"ศูนย์จริยธรรมวิทยาศาสตร์และเทคโนโลยี จุฬาลงกรณ์มหาวิทยาลัย,",1
"ศูนย์วิจัยนโยบายการศึกษา จุฬาลงกรณ์มหาวิทยาลัย,",1
มหาวิทยาลัยขอนแก่น ;,1
"คณะสถาปัตยกรรมศาสตร์ มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,",1
"สถาบันราชภัฏบุรีรัมย์,",1
The Road Lab UK,1
Brain Life,1
"คณะครุศาสตร์ มหาวิทยาลัยราชภัฏกาญจนบุรี,",1
"คณะวิทยาการจัดการ มหาวิทยาลัยราชภัฏกาญจนบุรี,",1
"มหาวิทยาลัยราชภัฏสุราษฏร์ธานี,",1
"มหาวิทยาลัยสุราษฎร์ธานี,",1
"สำนักวิทยบริการและเทคโนโลยีสารสนเทศ มหาวิทยาลัยราชภัฏสุราษฎร์ธานี,",1
"คณะวิทยาลัยนานาชาติการท่องเที่ยว มหาวิทยาลัยราชภัฏสุราษฎร์ธานี,",1
"ภาควิชาสังคมศาสตร์ มหาวิทยาลัยราชภัฏสุราษฎร์ธานี,",1
"สำนักศิลปะและวัฒนธรรม มหาวิทยาลัยราชภัฏสุราษฎร์ธานี,",1
"ศูนย์นาโนเทคโนโลยีแห่งชาติ,",1
"สมาคมคอนกรีตไทย,",1
"ภาควิชานิวเคลียร์เทคโนโลยี จุฬาลงกรณ์มหาวิทยาลัย,",1
"ศูนย์สตรีศึกษาคณะสังคมศาสตร์ มหาวิทยาลัยเชียงใหม่,",1
"สถาบันราชภัฏนครราชสีมา,",1
"คณะวิทยาการจัดการ มหาวิทยาลัยราชภัฏนครราชสีมา,",1
Innovations for High Performance Microelectronics,1
dataset,1
University of Edinburgh. School of Informatics. Institute for Adapative and Neural Computation,1
CARDER - Corporación Autónoma Regional de Risaralda,1
ACS Energy Letters,1
"คณะวิชาสัตวศาสตร์ มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตพิษณุโลก,",1
"มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตน่าน,",1
"มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนาตาก,",1
"วิทยาลัยเทคโนโลยีและสหวิทยาการ มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา,",1
สถาบันวิจัยและฝึกอบรมการเกษตรลำปาง มหาวิทยาลัยเทคโนโลยีราชมงคงล้านนา,1
"สถาบันวิจัยและฝึกอบรมการเกษตรลำปาง,",1
สถาบันวิจัยและฝึกอบรมการเกษตรลำปาง มหาวิทยาลัยเทคโนโลยีราชมงคล,1
"คณะวิศวกรรมศาสตร์ มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตพายัพ,",1
"คณะวิศวกรรมศาสตร์ มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตภาคพายัพ,",1
"คณะวิชาบริหารธุรกิจ มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิยาเขตเชียงราย,",1
"สถาบันวิจัยและฝึกอบรมการเกษตรลำปาง มหาวิทยาลัยเทคโนโลยีราชมงคล,",1
"คณะอุตสาหกรรมและเทคโนโลยี มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตสกลนคร,",1
"คณะวิศวกรรมศาสตร์และสถาปัตยกรรมศาสตร์ มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,",1
"มหาวิทยาลัยเทคโนโลยีราชมงคล วิทยาเขตกาฬสินธุ์,",1
"มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตขอนแก่น,",1
คณะวิทยาการจัดการ มหาวิทยาลัยราชภัฏนครราชสีมา,1
University of Edinburgh. School of Engineering. Insititute of Infrastructure and Environment,1
"University of Edinburgh. School of Biological Sciences. Institute of Molecular Plant Sciences, Centre for Synthetic and Systems Biology, Centre for Science at Extreme Conditions",1
Polymer,1
"ภาควิชาพยาธิวิทยา มหาวิทยาลัยขอนแก่น,",1
"ภาควิชาพยาธิชีววิทยา มหาวิทยาลัยขอนแก่น,",1
Draegerwerk AG + Co. KGaA,1
"คณะวิทยาศาสตร์เทคโนโลยีและการเกษตร มหาวิทยาลัยราชภัฏยะลา,",1
"คณะมนุษยศาสตร์และสังคมศาสตร์ มหาวิทยาลัยราชภัฏยะลา,",1
"ภาควิชาเภสัชวิทยา มหาวิทยาลัยศรีนครินทรวิโรฒ,",1
Society For American Anthropology,1
"ภาควิชาสถิติ มหาวิทยาลัยศิลปากร,",1
"มหาวิทยาลัยศิลปากร วิทยาเขตพระราชวังสนามจันทร์,",1
"ภาควิชาสุขศึกษา มหาวิทยาลัยขอนแก่น,",1
"ภาควิชาปรสิตวิทยา จุลชีววิทยา ชีวเคมี และศัลยศาสตร์ มหาวิทยาลัยขอนแก่น,",1
At QUBES,1
"ภาควิชาเภสัชกรรมชุมชน มหาวิทยาลัยศิลปากร,",1
"ภาควิชาวิทยาการและวิศวกรรมวัสดุ มหาวิทยาลัยศิลปากร,",1
"ภาควิชาภาษาตะวันตก มหาวิทยาลัยศิลปากร,",1
Ifremer - Laboratoire Comportement des Structures en Mer,1
Norsk institutt for bioøkonomi (NIBIO),1
FRDR-DFDR,1
"Fraunhofer Institute for Integrated Circuits, Erlangen, Germany",1
University of Edinburgh. School of Geosciences. Global Change Group,1
National Park Service/United States Geological Survey,1
Comprehensive Dataset of the Geological Environment in China’s Coastal Zone,1
Turku University of Applied Sciences,1
Academic Research Community (ARC),1
Lais Oliveira Leite,1
OpenGeoHub Foundation,1
Wienerwald Biosphere Reserve,1
"山本, 暁大; 細見, 晃一; 貴島, 晴彦",1
"High Flux Isotope Reactor (HFIR) & Spallation Neutron Source (SNS), Oak Ridge National Laboratory (ORNL); High Flux Isotope Reactor (HFIR)",1
"German
  Centre of Gerontology",1
Institut Agro Rennes-Angers,1
"下垣, 仁志",1
National Institute of Mental Health,1
Nature Research,1
Environmental System Science Data Infrastructure for a Virtual Ecosystem; Dissection of Carbon and Nitrogen Cycling in Post-Fire Soil Environments using a Genome-Informed Experimental Community (DE-SC0020351),1
Environmental System Science Data Infrastructure for a Virtual Ecosystem; Investigating hydrologic connectivity as a driver of biogeochemical flood response in wetland systems,1
HUN-REN Centre for Economic and Regional Studies,1
DOE Geothermal Data Repository; EMR Solutions and Technology,1
European Food Safety Authority,1
Fundación Defensores de la Naturaleza,1
University of São Paulo (USP),1
Ayuntamiento de Valladolid,1
University of Delaware Center for Environmental Monitoring and Analysis,1
Las Ceibas Empresas Publicas de Neiva E.S.P,1
AmeriFlux; Argonne National Laboratory; University of Illinois at Chicago,1
"AmeriFlux; University of California, Santa Cruz",1
AmeriFlux; NOAA/ARL/ATDD; NOAA/ARL/ATDD and ORAU,1
AmeriFlux; NOAA/ARL/ATDD; NOAA/ARL/ATDD & ORAU,1
AmeriFlux; North Carolina State University,1
New Mexico Bureau of Land Management,1
"Centro de Investigación de Biología Marina ""Idelisa Bonnelly de Calventi"" (CIBIMA IBC), Universidad Autónoma de Santo Domingo (UASD)",1
"Strecker, Dorothea",1
CSIC - Instituto Geológico y Minero de España (IGME),1
มหาวิทยาลัยธรรมศาสตร์. คณะศิลปกรรมศาสตร์,1
"Oertel, Annika",1
Hope College,1
"Siena College, Loudonville, NY (United States)",1
University of Edinburgh. Edinburgh Clinical Research Facility. Centre for Cardiovascular Sciences. Mass Spectrometry Core,1
VectorNet,1
Royal Society Interface,1
UCD School of Veterinary Medicine,1
Open Research Exeter (ORE),1
Hochschule Bielefeld,1
Rutgers Center for Urban Policy Research Working Paper,1
European Commission for the Efficiency of Justice (CEPEJ),1
Eurostat; European Maritime Safety Agency (EMSA),1
University of Edinburgh. Institute for Molecular Plant Sciences. The Plant Shape Lab,1
University of Edinburgh. Politics and International Relations,1
TBD,1
b.r.g.m. the french geological survey,1
National Center for Public Health and Pharmacy,1
ARBRE,1
University of Rhode Island Graduate School of Oceanography,1
"Istituto di Scienze Marine, Consiglio Nazionale delle Ricerche (ISMAR-CNR)",1
William & Mary Herbarium,1
Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); EMBL Hamburg,1
"Oak Ridge National Laboratory (ORNL), Oak Ridge, TN (United States). Oak Ridge Leadership Computing Facility (OLCF); University of Massachusetts, Amherst, MA (United States)",1
"König, Burkhard",1
"Taylor Institution Library, University of Oxford",1
Museo di Storia Naturale di Venezia Giancarlo Ligabue (Fondazione Musei Civici di Venezia),1
Pansa Pansa,1
University of Edinburgh. Roslin Institute. Centre for Tropical Livestock Genetics and Health,1
University of Edinburgh. School of Biological Sciences. Earnshaw Lab,1
The University of Edinburgh. Centre for Discovery Brain Sciences. Spires-Jones Laboratory,1
Samara National Research University,1
Amyotrophic Lateral Sclerosis Therapy Development Institute,1
Shiu Mochiyama,1
Swedish Veterinary Agency,1
Neurodata Without Borders,1
National Institute for Materials Science (NIMS),1
Fundación Botánica y Zoológica de Barranquilla,1
"มหาวิยาลัยขอนแก่น,",1
"ภาควิชาเทคโนโลยีการประมง มหาวิทยาลัยเชียงใหม่,",1
NOAA/GMD,1
Gothenburg Botanical Garden,1
Instituto Nacional de Antropología y Pensamiento Latinoamericano,1
"ภาควิชามานุษยวิทยา มหาวิทยาลัยศิลปากร,",1
"ภาควิชาภาษาตะวันออก มหาวิทยาลัยศิลปากร,",1
ThyssenKrupp Aufzugswerke GmbH,1
Swinburne University of Technology. Swinburne Institute for Social Research,1
"คณะครุศาสตร์อุตสาหกรรมและวิทยาศาสตร์ สถาบันเทคโนโลยีพระจอมเกล้าธนบุรี,",1
University of Edinburgh. Medical Research Council Human Genetics Unit. Institute of Genetics and Molecular Medicine. (please see attached file for full list of data publishers),1
RMIT,1
FPCEUP,1
Environmental Research Group (ERG),1
West Virginia Geological Survey,1
Environmental Research Group,1
"University of Georgia, Laboratory of Archaeology",1
Interagency Archaeological Services,1
Sterrenwacht Leiden University,1
Marine and Hydrokinetic Data Repository (MHKDR); Oscilla Power,1
Wageningen UR,1
